novel_ORF	overlapping_gene_id	overlapping_transcript	overlapping_gene_name	surrounding_gene_ids	surrounding_transcripts	surrounding_gene_names
MSTRG.9233_79009055_79027587_57	ENSG00000175866.11	ENSG00000175866.11	BAIAP2			
MSTRG.9233_79009055_79059457_39	ENSG00000175866.11	ENSG00000175866.11	BAIAP2			
MSTRG.9233_79009055_79060252_149	ENSG00000175866.11	ENSG00000175866.11	BAIAP2			
MSTRG.9218_79211225_79210818_30	ENSG00000167302.5	ENSG00000167302.5	ENTHD2			
MSTRG.9223_79220844_79219994_68	ENSG00000157637.8	ENSG00000157637.8	SLC38A10			
MSTRG.9223_79256114_79253951_86	ENSG00000157637.8	ENSG00000157637.8	SLC38A10			
MSTRG.9223_79268986_79268942_14	ENSG00000157637.8	ENSG00000157637.8	SLC38A10			
MSTRG.9222_79519356_79518950_97	ENSG00000185504.12	ENSG00000185504.12	C17orf70			
MSTRG.9222_79520145_79518174_33	ENSG00000185504.12	ENSG00000185504.12	C17orf70			
MSTRG.9211_79534454_79530569_46	ENSG00000182446.9	ENSG00000182446.9	NPLOC4			
MSTRG.9213_79612625_79615324_142	ENSG00000182446.9,ENSG00000182612.6	ENSG00000182446.9,ENSG00000182612.6	NPLOC4,TSPAN10	,	,	,
MSTRG.9211_79603956_79575827_135	ENSG00000182446.9	ENSG00000182446.9	NPLOC4	,ENSG00000182612.6	,ENSG00000182612.6	,TSPAN10
MSTRG.9210_79633833_79633934_33	ENSG00000185298.8	ENSG00000185298.8	CCDC137	ENSG00000204237.4,	ENSG00000204237.4,	OXLD1,
MSTRG.9268_79650783_79650491_64	ENSG00000214087.4,ENSG00000185359.8	ENSG00000214087.4,ENSG00000185359.8	ARL16,HGS	,	,	,
MSTRG.9268_79650609_79650562_15	ENSG00000214087.4,ENSG00000185359.8	ENSG00000214087.4,ENSG00000185359.8	ARL16,HGS	,	,	,
MSTRG.9268_79650783_79649673_88	ENSG00000214087.4,ENSG00000185359.8	ENSG00000214087.4,ENSG00000185359.8	ARL16,HGS	,	,	,
MSTRG.9268_79650065_79649627_33	ENSG00000214087.4	ENSG00000214087.4	ARL16	,ENSG00000185359.8	,ENSG00000185359.8	,HGS
MSTRG.9268_79650609_79649173_16	ENSG00000214087.4,ENSG00000185359.8	ENSG00000214087.4,ENSG00000185359.8	ARL16,HGS	,	,	,
MSTRG.9268_79650783_79650652_43	ENSG00000214087.4,ENSG00000185359.8	ENSG00000214087.4,ENSG00000185359.8	ARL16,HGS	,	,	,
MSTRG.9269_79662996_79663109_37	ENSG00000185359.8	ENSG00000185359.8	HGS			
MSTRG.9271_79670413_79670436_7	ENSG00000262814.2,ENSG00000262660.1,ENSG00000183048.7	ENSG00000262814.2,ENSG00000262660.1,ENSG00000183048.7	MRPL12,SLC25A10,SLC25A10	ENSG00000185359.8,ENSG00000262049.1,,,	ENSG00000185359.8,ENSG00000262049.1,,,	HGS,RP13-1032I1.7,,,
MSTRG.9271_79679457_79680318_39	ENSG00000262660.1,ENSG00000183048.7	ENSG00000262660.1,ENSG00000183048.7	SLC25A10,SLC25A10	,	,	,
MSTRG.9271_79682019_79683732_103	ENSG00000262660.1,ENSG00000183048.7	ENSG00000262660.1,ENSG00000183048.7	SLC25A10,SLC25A10	,	,	,
MSTRG.9271_79683040_79684783_102	ENSG00000262660.1,ENSG00000183048.7	ENSG00000262660.1,ENSG00000183048.7	SLC25A10,SLC25A10	,	,	,
MSTRG.9249_79818347_79817224_54	ENSG00000185624.10	ENSG00000185624.10	P4HB			
MSTRG.9249_79818347_79817022_128	ENSG00000185624.10	ENSG00000185624.10	P4HB			
MSTRG.9249_79818347_79801389_106	ENSG00000185624.10,ENSG00000262831.1	ENSG00000185624.10,ENSG00000262831.1	P4HB,RP11-498C9.2	,	,	,
MSTRG.9249_79817156_79805219_34	ENSG00000185624.10	ENSG00000185624.10	P4HB			
MSTRG.9246_79828604_79828533_23	ENSG00000141522.7	ENSG00000141522.7	ARHGDIA			
MSTRG.9246_79827806_79827414_130	ENSG00000141522.7	ENSG00000141522.7	ARHGDIA			
MSTRG.9242_79849683_79852357_23	ENSG00000141552.13	ENSG00000141552.13	ANAPC11	ENSG00000183684.6,	ENSG00000183684.6,	ALYREF,
MSTRG.9242_79851443_79851463_6	ENSG00000141552.13	ENSG00000141552.13	ANAPC11			
MSTRG.9243_79869231_79869139_30	ENSG00000185813.6	ENSG00000185813.6	PCYT2			
MSTRG.9243_79869231_79868846_44	ENSG00000185813.6	ENSG00000185813.6	PCYT2			
MSTRG.9260_79876007_79875828_59	ENSG00000187531.9	ENSG00000187531.9	SIRT7	,ENSG00000197063.6	,ENSG00000197063.6	,MAFG
MSTRG.9262_79887692_79887934_80	ENSG00000265688.1	ENSG00000265688.1	MAFG-AS1			
MSTRG.9262_79886190_79886285_31	ENSG00000265688.1	ENSG00000265688.1	MAFG-AS1			
MSTRG.9253_79894690_79893340_39	ENSG00000183010.12	ENSG00000183010.12	PYCR1			
MSTRG.9251_79935523_79940508_58	ENSG00000169696.11	ENSG00000169696.11	ASPSCR1			
MSTRG.9251_79935523_79941528_66	ENSG00000169696.11	ENSG00000169696.11	ASPSCR1			
MSTRG.9251_79966916_79974749_180	ENSG00000169696.11	ENSG00000169696.11	ASPSCR1			
MSTRG.9244_79980737_79977513_102	ENSG00000169689.10	ENSG00000169689.10	STRA13	,ENSG00000169683.3	,ENSG00000169683.3	,LRRC45
MSTRG.9245_79985304_79986921_172	ENSG00000169683.3	ENSG00000169683.3	LRRC45			
MSTRG.9263_79995558_79995439_39	ENSG00000169738.3	ENSG00000169738.3	DCXR	,ENSG00000264569.1	,ENSG00000264569.1	,RP13-650J16.1
MSTRG.9263_79994301_79994227_24	ENSG00000169738.3	ENSG00000169738.3	DCXR			
MSTRG.9263_79995558_79994852_29	ENSG00000169738.3	ENSG00000169738.3	DCXR	,ENSG00000264569.1	,ENSG00000264569.1	,RP13-650J16.1
MSTRG.9308_80007705_80006903_80	ENSG00000169733.7	ENSG00000169733.7	RFNG			
MSTRG.9309_80009808_80010256_12	ENSG00000169727.8	ENSG00000169727.8	GPS1	ENSG00000169733.7,	ENSG00000169733.7,	RFNG,
MSTRG.9309_80009808_80011211_93	ENSG00000169727.8	ENSG00000169727.8	GPS1	ENSG00000169733.7,	ENSG00000169733.7,	RFNG,
MSTRG.9309_80014250_80014699_70	ENSG00000169727.8	ENSG00000169727.8	GPS1			
MSTRG.9309_80011165_80011929_87	ENSG00000169727.8	ENSG00000169727.8	GPS1			
MSTRG.9309_80013880_80013975_31	ENSG00000169727.8	ENSG00000169727.8	GPS1			
MSTRG.9310_80019206_80019081_41	ENSG00000169718.13	ENSG00000169718.13	DUS1L			
MSTRG.9310_80020819_80020772_15	ENSG00000169718.13	ENSG00000169718.13	DUS1L			
MSTRG.9310_80023626_80022097_132	ENSG00000169718.13	ENSG00000169718.13	DUS1L			
MSTRG.9310_80023626_80022049_137	ENSG00000169718.13	ENSG00000169718.13	DUS1L			
MSTRG.9264_80193885_80195058_127	ENSG00000141526.10	ENSG00000141526.10	SLC16A3			
MSTRG.9264_80193885_80195113_243	ENSG00000141526.10	ENSG00000141526.10	SLC16A3			
MSTRG.9264_80193885_80197370_83	ENSG00000141526.10,ENSG00000141551.10	ENSG00000141526.10,ENSG00000141551.10	SLC16A3,CSNK1D	,	,	,
MSTRG.9265_80213397_80210360_121	ENSG00000141526.10,ENSG00000141551.10	ENSG00000141526.10,ENSG00000141551.10	SLC16A3,CSNK1D	,	,	,
MSTRG.9265_80231257_80210951_118	ENSG00000141526.10,ENSG00000141551.10,ENSG00000268852.1	ENSG00000141526.10,ENSG00000141551.10,ENSG00000268852.1	SLC16A3,CSNK1D,AC132872.2	,,	,,	,,
MSTRG.9265_80231568_80231542_8	ENSG00000141551.10	ENSG00000141551.10	CSNK1D			
MSTRG.9285_80352374_80350156_140	ENSG00000181396.8	ENSG00000181396.8	OGFOD3			
MSTRG.9285_80376361_80376284_25	ENSG00000181396.8,ENSG00000169660.11	ENSG00000181396.8,ENSG00000169660.11	OGFOD3,HEXDC	,	,	,
MSTRG.9285_80373452_80373303_49	ENSG00000181396.8	ENSG00000181396.8	OGFOD3			
MSTRG.9288_80395133_80398383_74	ENSG00000169660.11	ENSG00000169660.11	HEXDC			
MSTRG.9289_80407229_80406942_95	ENSG00000178927.12	ENSG00000178927.12	C17orf62			
MSTRG.9289_80407130_80402449_80	ENSG00000178927.12	ENSG00000178927.12	C17orf62			
MSTRG.9289_80407229_80404569_84	ENSG00000178927.12	ENSG00000178927.12	C17orf62			
MSTRG.9289_80408642_80407153_99	ENSG00000178927.12	ENSG00000178927.12	C17orf62			
MSTRG.9273_80416099_80416140_13	ENSG00000265458.1,ENSG00000141562.13	ENSG00000265458.1,ENSG00000141562.13	RP13-20L14.6,NARF	,	,	,
MSTRG.9273_80442717_80443402_39	ENSG00000141562.13	ENSG00000141562.13	NARF			
MSTRG.9273_80416680_80436493_188	ENSG00000141562.13,ENSG00000266445.1	ENSG00000141562.13,ENSG00000266445.1	NARF,RP13-991F5.2	ENSG00000265458.1,,	ENSG00000265458.1,,	RP13-20L14.6,,
MSTRG.9281_80606216_80587491_85	ENSG00000141568.15,ENSG00000141580.11	ENSG00000141568.15,ENSG00000141580.11	FOXK2,WDR45B	,	,	,
MSTRG.9331_80656472_80619134_71	ENSG00000141542.6,ENSG00000266107.1	ENSG00000141542.6,ENSG00000266107.1	RAB40B,MIR4525	,	,	,
MSTRG.9282_80676806_80678144_48	ENSG00000141560.10	ENSG00000141560.10	FN3KRP			
MSTRG.9282_80674739_80676330_14	ENSG00000141560.10	ENSG00000141560.10	FN3KRP			
MSTRG.9282_80674632_80676349_56	ENSG00000141560.10	ENSG00000141560.10	FN3KRP			
MSTRG.9300_80881529_80881576_15	ENSG00000141556.16	ENSG00000141556.16	TBCD			
MSTRG.9300_80897300_80899404_60	ENSG00000141556.16	ENSG00000141556.16	TBCD			
MSTRG.9297_158559_163316_54	ENSG00000101557.10	ENSG00000101557.10	USP14			
MSTRG.9297_178936_196643_70	ENSG00000101557.10	ENSG00000101557.10	USP14			
MSTRG.9298_268019_246437_251	ENSG00000079134.7	ENSG00000079134.7	THOC1	,ENSG00000263884.1	,ENSG00000263884.1	,RP11-705O1.8
MSTRG.9295_683332_675394_31	ENSG00000132199.14	ENSG00000132199.14	ENOSF1			
MSTRG.9295_693884_688570_78	ENSG00000132199.14	ENSG00000132199.14	ENOSF1			
MSTRG.9295_712587_691230_117	ENSG00000132199.14,ENSG00000265490.1	ENSG00000132199.14,ENSG00000265490.1	ENOSF1,RP11-806L2.6	,	,	,
MSTRG.9295_712587_690554_204	ENSG00000132199.14,ENSG00000265490.1	ENSG00000132199.14,ENSG00000265490.1	ENOSF1,RP11-806L2.6	,	,	,
MSTRG.9312_736931_736788_47	ENSG00000176105.9,ENSG00000266171.1	ENSG00000176105.9,ENSG00000266171.1	YES1,RP11-769O8.1	,	,	,
ENSG00000101574.10_2571502_2571386_38	ENSG00000101574.10	ENSG00000101574.10	METTL4	,ENSG00000080986.8	,ENSG00000080986.8	,NDC80
ENSG00000101574.10_2571211_2567625_30	ENSG00000101574.10,ENSG00000264150.1	ENSG00000101574.10,ENSG00000264150.1	METTL4,RP11-715F3.1	,,ENSG00000080986.8	,,ENSG00000080986.8	,,NDC80
ENSG00000080986.8_2571564_2571620_18	ENSG00000080986.8	ENSG00000080986.8	NDC80	ENSG00000101574.10,	ENSG00000101574.10,	METTL4,
MSTRG.9341_2706461_2724925_143	ENSG00000101596.10,ENSG00000266049.1	ENSG00000101596.10,ENSG00000266049.1	SMCHD1,RP11-703M24.5	,	,	,
ENSG00000132205.6_2906593_2906718_41	ENSG00000132205.6	ENSG00000132205.6	EMILIN2			
ENSG00000132205.6_2892446_2908964_121	ENSG00000132205.6	ENSG00000132205.6	EMILIN2			
MSTRG.9318_3450297_3450353_18	ENSG00000177426.16	ENSG00000177426.16	TGIF1			
MSTRG.9355_8296423_8376616_223	ENSG00000173482.12,ENSG00000268046.1,ENSG00000266149.1	ENSG00000173482.12,ENSG00000268046.1,ENSG00000266149.1	PTPRM,AP001094.1,RP11-789C17.3	,,	,,	,,
MSTRG.9355_7567435_7774162_156	ENSG00000173482.12,ENSG00000221631.1,ENSG00000266767.1	ENSG00000173482.12,ENSG00000221631.1,ENSG00000266767.1	PTPRM,AP000897.1,RP11-678G15.2	,,	,,	,,
MSTRG.9316_8609718_8609900_60	ENSG00000206418.3	ENSG00000206418.3	RAB12			
MSTRG.9346_8796230_8809583_243	ENSG00000168502.13,ENSG00000272788.1	ENSG00000168502.13,ENSG00000272788.1	SOGA2,RP11-674N23.4	,	,	,
MSTRG.9334_9102652_9102726_24	ENSG00000178127.8	ENSG00000178127.8	NDUFV2	,ENSG00000265257.1	,ENSG00000265257.1	,RP11-21J18.1
MSTRG.9334_9102742_9102861_39	ENSG00000178127.8,ENSG00000265257.1	ENSG00000178127.8,ENSG00000265257.1	NDUFV2,RP11-21J18.1	,	,	,
MSTRG.9334_9102742_9103101_21	ENSG00000178127.8,ENSG00000265257.1	ENSG00000178127.8,ENSG00000265257.1	NDUFV2,RP11-21J18.1	,	,	,
MSTRG.9334_9102742_9254232_25	ENSG00000178127.8,ENSG00000265257.1,ENSG00000263847.1,ENSG00000266053.2,ENSG00000101745.11,ENSG00000200883.1,ENSG00000207092.1	ENSG00000178127.8,ENSG00000265257.1,ENSG00000263847.1,ENSG00000266053.2,ENSG00000101745.11,ENSG00000200883.1,ENSG00000207092.1	NDUFV2,RP11-21J18.1,RP11-143J12.3,RP11-143J12.2,ANKRD12,Y_RNA,Y_RNA	,,,,,,	,,,,,,	,,,,,,
MSTRG.9333_9337228_9388042_75	ENSG00000128791.7	ENSG00000128791.7	TWSG1			
MSTRG.9353_9550095_9550018_25	ENSG00000154845.11	ENSG00000154845.11	PPP4R1			
MSTRG.9353_9614482_9612687_17	ENSG00000154845.11	ENSG00000154845.11	PPP4R1			
MSTRG.9353_9614482_9588734_84	ENSG00000154845.11,ENSG00000266541.1	ENSG00000154845.11,ENSG00000266541.1	PPP4R1,RP11-881L2.1	,	,	,
MSTRG.9370_9708366_9775330_43	ENSG00000168461.8,ENSG00000266891.1	ENSG00000168461.8,ENSG00000266891.1	RAB31,RP11-692N5.2	,	,	,
MSTRG.9370_9708366_9792164_29	ENSG00000168461.8,ENSG00000266891.1,ENSG00000266127.1	ENSG00000168461.8,ENSG00000266891.1,ENSG00000266127.1	RAB31,RP11-692N5.2,RP11-474N24.2	,,	,,	,,
MSTRG.9367_9950398_9950583_61	ENSG00000101558.9	ENSG00000101558.9	VAPA			
MSTRG.9367_9914024_9931824_108	ENSG00000101558.9,ENSG00000223138.1	ENSG00000101558.9,ENSG00000223138.1	VAPA,RNA5SP450	,	,	,
MSTRG.9375_11981669_12012325_163	ENSG00000141401.7,ENSG00000266955.1	ENSG00000141401.7,ENSG00000266955.1	IMPA2,RP11-820I16.3	,	,	,
MSTRG.9375_11981669_12008359_85	ENSG00000141401.7,ENSG00000266955.1	ENSG00000141401.7,ENSG00000266955.1	IMPA2,RP11-820I16.3	,	,	,
MSTRG.9375_11981713_11999075_24	ENSG00000141401.7,ENSG00000266955.1	ENSG00000141401.7,ENSG00000266955.1	IMPA2,RP11-820I16.3	,	,	,
MSTRG.9400_12308116_12308295_59	ENSG00000176014.8	ENSG00000176014.8	TUBB6			
MSTRG.9400_12308292_12308654_120	ENSG00000176014.8	ENSG00000176014.8	TUBB6			
MSTRG.9400_12308292_12320683_141	ENSG00000176014.8	ENSG00000176014.8	TUBB6			
MSTRG.9400_12308292_12310980_31	ENSG00000176014.8	ENSG00000176014.8	TUBB6			
MSTRG.9400_12308292_12324821_96	ENSG00000176014.8	ENSG00000176014.8	TUBB6			
MSTRG.9400_12308292_12325281_136	ENSG00000176014.8	ENSG00000176014.8	TUBB6			
MSTRG.9390_12657671_12635092_48	ENSG00000134278.10	ENSG00000134278.10	SPIRE1	,ENSG00000215527.3	,ENSG00000215527.3	,AP005482.1
MSTRG.9394_12673478_12673419_19	ENSG00000128789.16,ENSG00000101624.6	ENSG00000128789.16,ENSG00000101624.6	PSMG2,CEP76	,	,	,
MSTRG.9386_12884140_12836831_42	ENSG00000175354.14	ENSG00000175354.14	PTPN2			
MSTRG.9398_13048870_13057759_734	ENSG00000101639.14	ENSG00000101639.14	CEP192			
MSTRG.9398_12999424_13040851_518	ENSG00000101639.14	ENSG00000101639.14	CEP192			
ENSG00000177150.8_13726416_13682098_31	ENSG00000177150.8,ENSG00000242707.2	ENSG00000177150.8,ENSG00000242707.2	FAM210A,RN7SL362P	,,ENSG00000101654.13	,,ENSG00000101654.13	,,RNMT
ENSG00000177150.8_13726416_13687791_59	ENSG00000177150.8,ENSG00000242707.2	ENSG00000177150.8,ENSG00000242707.2	FAM210A,RN7SL362P	,,ENSG00000101654.13	,,ENSG00000101654.13	,,RNMT
ENSG00000067900.6_18691100_18691020_26	ENSG00000067900.6	ENSG00000067900.6	ROCK1			
MSTRG.9399_19192250_19192279_9	ENSG00000167088.6	ENSG00000167088.6	SNRPD1			
MSTRG.9399_19192320_19192394_24	ENSG00000167088.6	ENSG00000167088.6	SNRPD1			
MSTRG.9402_19282386_19244075_90	ENSG00000158201.5,ENSG00000265656.1,ENSG00000221493.1	ENSG00000158201.5,ENSG00000265656.1,ENSG00000221493.1	ABHD3,RP11-13N13.6,MIR320C1	,,	,,	,,
MSTRG.9406_19345753_19371320_227	ENSG00000101752.7,ENSG00000264183.1	ENSG00000101752.7,ENSG00000264183.1	MIB1,AC091038.1	,	,	,
MSTRG.9416_20513946_20514101_51	ENSG00000101773.12	ENSG00000101773.12	RBBP8	ENSG00000265943.1,	ENSG00000265943.1,	RP11-739L10.1,
MSTRG.9422_21033330_21033416_28	ENSG00000101782.10	ENSG00000101782.10	RIOK3			
MSTRG.9424_21083583_21089178_85	ENSG00000141452.5,ENSG00000141458.8	ENSG00000141452.5,ENSG00000141458.8	C18orf8,NPC1	,	,	,
MSTRG.9438_21852026_21851748_92	ENSG00000141447.12	ENSG00000141447.12	OSBPL1A			
MSTRG.9438_21977710_21977627_27	ENSG00000141447.12	ENSG00000141447.12	OSBPL1A			
MSTRG.9438_21851685_21819333_37	ENSG00000141447.12	ENSG00000141447.12	OSBPL1A			
MSTRG.9438_21957497_21938455_100	ENSG00000141447.12,ENSG00000264365.1	ENSG00000141447.12,ENSG00000264365.1	OSBPL1A,RP11-621L6.2	,	,	,
MSTRG.9438_21805067_21752439_48	ENSG00000141447.12,ENSG00000206766.1	ENSG00000141447.12,ENSG00000206766.1	OSBPL1A,RNU6-435P	,	,	,
MSTRG.9444_23670533_23662462_58	ENSG00000141380.9	ENSG00000141380.9	SS18			
MSTRG.9444_23670533_23660279_84	ENSG00000141380.9	ENSG00000141380.9	SS18			
MSTRG.9444_23670533_23664103_60	ENSG00000141380.9	ENSG00000141380.9	SS18			
MSTRG.9444_23670533_23637667_61	ENSG00000141380.9	ENSG00000141380.9	SS18			
MSTRG.9444_23670533_23658068_41	ENSG00000141380.9	ENSG00000141380.9	SS18			
MSTRG.9444_23670533_23648516_78	ENSG00000141380.9	ENSG00000141380.9	SS18			
MSTRG.9447_29110987_29111073_28	ENSG00000046604.8	ENSG00000046604.8	DSG2			
MSTRG.9449_32621504_32677458_56	ENSG00000166974.8	ENSG00000166974.8	MAPRE2			
MSTRG.9469_32870303_32870992_23	ENSG00000257267.1	ENSG00000257267.1	ZNF271	ENSG00000186814.8,ENSG00000268573.1,	ENSG00000186814.8,ENSG00000268573.1,	ZSCAN30,RP11-158H5.7,
MSTRG.9469_32871022_32871129_35	ENSG00000257267.1	ENSG00000257267.1	ZNF271			
ENSG00000172466.11_32924369_32920686_15	ENSG00000172466.11	ENSG00000172466.11	ZNF24			
MSTRG.9470_33234627_33239835_50	ENSG00000141429.9	ENSG00000141429.9	GALNT1			
ENSG00000141428.12_33552692_33552772_26	ENSG00000141428.12	ENSG00000141428.12	C18orf21			
MSTRG.9472_33647367_33620809_56	ENSG00000141425.13	ENSG00000141425.13	RPRD1A			
MSTRG.9466_33709213_33709184_9	ENSG00000141424.8	ENSG00000141424.8	SLC39A6	,ENSG00000134759.9	,ENSG00000134759.9	,ELP2
MSTRG.9466_33709302_33709273_9	ENSG00000141424.8	ENSG00000141424.8	SLC39A6	,ENSG00000134759.9	,ENSG00000134759.9	,ELP2
MSTRG.9473_33750133_33751072_29	ENSG00000134759.9	ENSG00000134759.9	ELP2			
MSTRG.9482_34408986_34408804_60	ENSG00000134779.10	ENSG00000134779.10	TPGS2	,ENSG00000150477.10	,ENSG00000150477.10	,KIAA1328
MSTRG.9482_34408730_34403827_30	ENSG00000134779.10	ENSG00000134779.10	TPGS2	,ENSG00000150477.10	,ENSG00000150477.10	,KIAA1328
MSTRG.9482_34408730_34401028_49	ENSG00000134779.10	ENSG00000134779.10	TPGS2	,ENSG00000150477.10	,ENSG00000150477.10	,KIAA1328
MSTRG.9482_34408730_34387790_90	ENSG00000134779.10	ENSG00000134779.10	TPGS2	,ENSG00000150477.10	,ENSG00000150477.10	,KIAA1328
MSTRG.9482_34408730_34397672_75	ENSG00000134779.10	ENSG00000134779.10	TPGS2	,ENSG00000150477.10	,ENSG00000150477.10	,KIAA1328
MSTRG.9482_34408730_34398839_60	ENSG00000134779.10	ENSG00000134779.10	TPGS2	,ENSG00000150477.10	,ENSG00000150477.10	,KIAA1328
MSTRG.9483_34409102_34465528_81	ENSG00000134779.10,ENSG00000150477.10	ENSG00000134779.10,ENSG00000150477.10	TPGS2,KIAA1328	,	,	,
ENSG00000078142.7_39535199_39535291_30	ENSG00000078142.7	ENSG00000078142.7	PIK3C3			
ENSG00000152223.8_43496411_43487198_336	ENSG00000152223.8	ENSG00000152223.8	EPG5			
ENSG00000152223.8_43502507_43502409_32	ENSG00000152223.8	ENSG00000152223.8	EPG5			
ENSG00000152223.8_43462332_43447590_213	ENSG00000152223.8	ENSG00000152223.8	EPG5			
MSTRG.9485_43667453_43667265_62	ENSG00000152234.11	ENSG00000152234.11	ATP5A1			
MSTRG.9485_43667180_43666962_72	ENSG00000152234.11	ENSG00000152234.11	ATP5A1			
MSTRG.9485_43666211_43665915_98	ENSG00000152234.11	ENSG00000152234.11	ATP5A1			
MSTRG.9485_43664615_43664289_108	ENSG00000152234.11	ENSG00000152234.11	ATP5A1			
MSTRG.9485_43678197_43674981_58	ENSG00000152234.11	ENSG00000152234.11	ATP5A1			
MSTRG.9485_43678197_43677925_90	ENSG00000152234.11	ENSG00000152234.11	ATP5A1			
MSTRG.9485_43678197_43675039_44	ENSG00000152234.11	ENSG00000152234.11	ATP5A1			
MSTRG.9486_43684378_43685372_80	ENSG00000152240.8	ENSG00000152240.8	HAUS1	ENSG00000152234.11,	ENSG00000152234.11,	ATP5A1,
MSTRG.9486_43684378_43686681_71	ENSG00000152240.8	ENSG00000152240.8	HAUS1	ENSG00000152234.11,	ENSG00000152234.11,	ATP5A1,
MSTRG.9486_43684402_43689701_89	ENSG00000152240.8	ENSG00000152240.8	HAUS1	ENSG00000152234.11,	ENSG00000152234.11,	ATP5A1,
ENSG00000152242.6_43754233_43795832_39	ENSG00000152242.6	ENSG00000152242.6	C18orf25			
MSTRG.9500_44497605_44497700_31	ENSG00000078043.11,ENSG00000167216.12	ENSG00000078043.11,ENSG00000167216.12	PIAS2,KATNAL2	,	,	,
MSTRG.9507_44662746_44661041_14	ENSG00000167220.7,ENSG00000267228.2	ENSG00000167220.7,ENSG00000267228.2	HDHD2,IER3IP1	,	,	,
MSTRG.9507_44676772_44662814_30	ENSG00000167220.7,ENSG00000267228.2,ENSG00000267800.1	ENSG00000167220.7,ENSG00000267228.2,ENSG00000267800.1	HDHD2,IER3IP1,RP11-49K24.5	,,	,,	,,
MSTRG.9488_45457349_45423132_75	ENSG00000175387.11	ENSG00000175387.11	SMAD2			
MSTRG.9488_45457326_45423154_90	ENSG00000175387.11	ENSG00000175387.11	SMAD2			
ENSG00000134030.9_46065561_46146064_92	ENSG00000134030.9	ENSG00000134030.9	CTIF			
MSTRG.9492_46623858_46570559_65	ENSG00000264269.1,ENSG00000141627.9,ENSG00000263849.1	ENSG00000264269.1,ENSG00000141627.9,ENSG00000263849.1	RP11-15F12.1,DYM,MIR4744	,,	,,	,,
MSTRG.9492_46906043_46904960_39	ENSG00000141627.9	ENSG00000141627.9	DYM			
MSTRG.9492_46986946_46986887_19	ENSG00000141627.9	ENSG00000141627.9	DYM			
MSTRG.9522_47018686_47017951_20	ENSG00000215472.5,ENSG00000265496.2,ENSG00000265681.2,ENSG00000271982.1	ENSG00000215472.5,ENSG00000265496.2,ENSG00000265681.2,ENSG00000271982.1	RPL17-C18orf32,MIR1539,RPL17,SNORD58B	,,,ENSG00000206602.1,	,,,ENSG00000206602.1,	,,,SNORD58A,
MSTRG.9522_47018878_47017922_27	ENSG00000215472.5,ENSG00000265496.2,ENSG00000265681.2,ENSG00000271982.1	ENSG00000215472.5,ENSG00000265496.2,ENSG00000265681.2,ENSG00000271982.1	RPL17-C18orf32,MIR1539,RPL17,SNORD58B	,,,ENSG00000206602.1,	,,,ENSG00000206602.1,	,,,SNORD58A,
MSTRG.9522_47018103_47018062_13	ENSG00000265496.2,ENSG00000265681.2,ENSG00000271982.1	ENSG00000265496.2,ENSG00000265681.2,ENSG00000271982.1	MIR1539,RPL17,SNORD58B	ENSG00000215472.5,,,ENSG00000206602.1,	ENSG00000215472.5,,,ENSG00000206602.1,	RPL17-C18orf32,,,SNORD58A,
MSTRG.9522_47018832_47018149_19	ENSG00000265496.2,ENSG00000265681.2	ENSG00000265496.2,ENSG00000265681.2	MIR1539,RPL17	ENSG00000215472.5,,,ENSG00000206602.1,ENSG00000271982.1	ENSG00000215472.5,,,ENSG00000206602.1,ENSG00000271982.1	RPL17-C18orf32,,,SNORD58A,SNORD58B
MSTRG.9510_47340179_47340048_43	ENSG00000167315.13,ENSG00000266997.2	ENSG00000167315.13,ENSG00000266997.2	ACAA2,RP11-886H22.1	,,ENSG00000267322.1,ENSG00000251992.1	,,ENSG00000267322.1,ENSG00000251992.1	,,SCARNA17,SCARNA17
MSTRG.9510_47376064_47376023_13	ENSG00000267322.1,ENSG00000167306.14	ENSG00000267322.1,ENSG00000167306.14	SCARNA17,MYO5B	,	,	,
MSTRG.9520_47813114_47812371_120	ENSG00000154832.10	ENSG00000154832.10	CXXC1			
MSTRG.9519_48405550_48405606_18	ENSG00000082212.7	ENSG00000082212.7	ME2			
MSTRG.9519_48452239_48466683_52	ENSG00000082212.7	ENSG00000082212.7	ME2			
MSTRG.9548_48500781_48573393_84	ENSG00000141642.4,ENSG00000267699.2,ENSG00000141646.9	ENSG00000141642.4,ENSG00000267699.2,ENSG00000141646.9	ELAC1,RP11-729L2.2,SMAD4	,,	,,	,,
MSTRG.9548_48556626_48556760_44	ENSG00000267699.2,ENSG00000141646.9	ENSG00000267699.2,ENSG00000141646.9	RP11-729L2.2,SMAD4	,	,	,
MSTRG.9525_54305671_54293483_69	ENSG00000091164.8	ENSG00000091164.8	TXNL1			
MSTRG.9521_55253852_55238814_111	ENSG00000066926.6	ENSG00000066926.6	FECH			
MSTRG.9540_55273173_55273129_14	ENSG00000134440.7	ENSG00000134440.7	NARS			
MSTRG.9540_55288949_55283201_47	ENSG00000134440.7	ENSG00000134440.7	NARS			
MSTRG.9540_55288949_55280909_143	ENSG00000134440.7	ENSG00000134440.7	NARS			
MSTRG.9540_55288949_55274547_136	ENSG00000134440.7	ENSG00000134440.7	NARS			
ENSG00000267040.2_55297622_55297741_39	ENSG00000267040.2	ENSG00000267040.2	RP11-35G9.3			
